knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,future_weight
cancer,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09449955,0.06614968553185463
Cancer,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09449952,0.06614966467022895
Public Parks,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.12025108,0.06613809503614904
vial filling,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13219737,0.06609868258237839
sponsorship sales,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.069523714,0.06604752875864506
fruit blend drinks,1,0.82,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.094320826,0.06602457836270331
Firaxis,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.11001996,0.06601197570562363
functional additives,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09429768,0.06600837409496307
Procure to Pay,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.07756884,0.0659335110336542
Bluetooth Profiles,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10984491,0.0659069448709488
temperature control,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11980093,0.06589051298797131
Reclaiming Power and Place Missing and Murdered Indigenous Women & Girls Calls for Justice,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.094127245,0.06588907167315483
Wide,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09412606,0.06588824242353439
MOH,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09403578,0.06582504734396934
ISO 15378,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10957138,0.06574282944202423
Hopper,2,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13144886,0.0657244324684143
drainage studies,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.119490325,0.06571967899799347
verified dealers,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13141254,0.065706267952919
Revit.,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.13131128,0.06565564125776291
FIG Credit,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09375472,0.06562830656766891
state licensing,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13123095,0.06561547517776489
means,1,0.823,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09372999,0.06561099141836166
MEAN,2,0.786,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.0690305,0.06557897590100766
Amplitude Experiment,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.07282681,0.0655441291630268
brewers,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11914838,0.06553160957992077
Control-M,2,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13099535,0.06549767404794693
Owned Brands,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09346987,0.06542891114950179
wholesale,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.13076346,0.0653817281126976
minerals processing,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11885739,0.06537156514823438
"MT,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09330628,0.06531439647078514
Soft Credit Check,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.13054158,0.0652707889676094
widening of bridges,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.108731404,0.06523884236812591
pressure vessels,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.108722344,0.0652334064245224
antiracism,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09317759,0.06522431075572967
Palantir,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09304831,0.06513381823897361
guaranteed savings,1,0.83,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11839963,0.06511979512870313
Cast,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09300111,0.06510077863931656
pain points,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09298206,0.06508744284510612
menu costs,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.092847,0.0649928979575634
-10,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.068326905,0.06491056010127068
Ingest,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09270798,0.06489558368921279
CUTLASS,1,0.827,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10808522,0.06485113352537154
walkway cover,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10806613,0.0648396760225296
Series C round,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.072038084,0.06483427584171296
variable speed drive design,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09251022,0.06475715637207032
-live.,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09248872,0.0647421047091484
Herbert region,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09241567,0.06469096764922141
touch sensing technologies,1,0.829,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.1175608,0.06465843804180622
compute,3,0.7743333333333333,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11751731,0.06463451907038689
Compute,1,0.823,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11751731,0.06463451907038689
candidate quality,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.107712775,0.06462766528129578
Central Determination,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.07179972,0.0646197460591793
Firco,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.12923108,0.06461554020643234
Pinecone,2,0.7895,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10768014,0.06460808515548706
refrigeration products,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12921344,0.06460671871900558
Aruba Clearpass,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12916985,0.06458492577075958
app store policies,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10763026,0.06457815617322922
mongosync,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12908353,0.0645417645573616
quantum advantage,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.092144236,0.06450096517801285
National Disability Insurance Scheme (NDIS),1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10748459,0.06449075192213058
Expanded Audit of Payment,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12885548,0.06442774087190628
long-term disability benefit,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11708845,0.06439864858984948
infectious diseases,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09195107,0.06436575055122375
weather stations,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11661403,0.06413771584630013
Payments,2,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.12827522,0.06413760781288147
payments,14,0.7717142857142857,FD8,Automation & RPA,Moderate_Growth,0.5,0.12827517,0.06413758546113968
Indigenous Cultural Safety and Humility,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09161165,0.06412815749645233
Source-to-Contract (S2C),1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12825364,0.06412681937217712
Microsoft Entra ID,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.067471705,0.0640981201082468
Metrology,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.1067624,0.06405744105577468
Meta ads performance,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.0914766,0.06403361782431602
blood banks,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.1280627,0.06403134763240814
Harvest Time Tracking,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11639469,0.06401708014309407
Aoraki Mount Cook,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.091228336,0.06385983526706696
refrigeration systems,1,0.82,FD8,Automation & RPA,Moderate_Growth,0.5,0.12767443,0.0638372153043747
conversion optimization,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10634383,0.06380629688501357
charity events,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09106986,0.06374890357255936
United Nations Declaration on the Rights of Indigenous Peoples (UNDRIP),1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09097143,0.06368000283837318
next-gen payments,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.1273529,0.06367644667625427
WAN,3,0.8276666666666666,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.090912096,0.06363846734166145
identity governance,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11570616,0.06363838836550713
equality laws,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.1060569,0.0636341392993927
OLTP transactions,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12724788,0.06362394243478775
Focused Ion Beam,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.090855725,0.06359900757670402
Martin Scorsese,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.090760104,0.06353207305073738
Pulse,1,0.82,FD8,Automation & RPA,Moderate_Growth,0.5,0.12694952,0.06347475945949554
metrics tracking,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11535543,0.06344548761844636
Metrics tracking,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.115355365,0.0634454507380724
Raw Material Ingredients,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09048797,0.06334158033132553
Directors' and Officers' Liability,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.070333295,0.06329996511340141
La Trobe University,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09034057,0.06323839873075485
Alps In Luxury,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.09026094,0.0631826564669609
Exempt market products,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11482471,0.06315359175205232
CREST,1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10522117,0.06313270032405853
CPCU designation,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12626134,0.06313066929578781
système d’information de l’hôpital,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06642493,0.06310368217527866
back flow prevention,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10510416,0.06306249797344207
underground longwall coal mining,2,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11465611,0.06306086219847203
representative democracy,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.12575756,0.06287878006696701
特效设计,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
动态制作,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
场景设计,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
环境效果,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
技能效果,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
游戏特效,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08980562,0.06286393254995346
MEPFP trades,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12566486,0.06283243000507355
national origin,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08975004,0.06282502561807632
Western Australia,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12543204,0.06271602213382721
Chivas Brothers,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.065934926,0.06263817995786666
Interstate Identification Index (III),1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.069429226,0.062486303597688676
sugar production,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.113523245,0.06243778467178345
particle loading,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.06934732,0.06241258978843689
Société Générale,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.07331763,0.06231998726725578
Revit,15,0.7882,FD8,Automation & RPA,Moderate_Growth,0.5,0.12444611,0.062223054468631744
REVIT,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12444611,0.062223054468631744
Gas Insulated Switchgear (GIS),1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08888149,0.06221704483032226
Beneful,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06546715,0.06219379156827926
NEBB,1,0.825,FD8,Automation & RPA,Moderate_Growth,0.5,0.12434602,0.06217300891876221
jumeaux numériques,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.069022164,0.062119947373867036
myRyman Care,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.088710465,0.06209732517600059
Regulatory Compliance Incident,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.124187484,0.062093742191791534
théorie comportementale,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.065328315,0.06206189915537834
RGB vision sensing,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.12387608,0.06193803995847702
biological phenomena,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.065177895,0.06191900037229061
Vercel,2,0.7895,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08837884,0.061865187436342235
in-vivo diagnostics,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.0882912,0.06180383861064911
Loyalty,2,0.788,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08817294,0.06172105967998504
endometriosis,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.07260625,0.061715313047170636
LVS checks,1,0.826,FD8,Automation & RPA,Moderate_Growth,0.5,0.12339699,0.06169849634170532
lending,2,0.7905,FD8,Automation & RPA,Moderate_Growth,0.5,0.12334226,0.06167113035917282
-Sunrise,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11206455,0.06163550131022931
The Absolut Group,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12325289,0.06162644550204277
home insurance,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12323512,0.06161756068468094
position limits,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10268714,0.06161228567361832
variable wind energy,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.11200602,0.06160331293940545
capital calculations,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.102635235,0.061581140756607054
central plant optimization,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.123156525,0.061578262597322464
external regulatory obligations,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.123126894,0.06156344711780548
Walt Disney Concert Hall,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08780327,0.06146228685975074
Regulatory Compliance Incident (RCIs) reporting,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.122839764,0.061419881880283356
international law,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.061380055,0.0613800548017025
Fuellie University,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10220632,0.06132379174232483
transit,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12245306,0.06122652813792229
FHIR,4,0.80775,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.087284416,0.06109909117221832
PMax,2,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08728121,0.06109684854745864
Southeast Asia,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12214805,0.06107402592897415
Metrolinx LRT,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12204518,0.06102259084582329
COVID-19 Vaccination,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08704248,0.060929736495018004
IEEE 802.11ah PHY,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.12179386,0.06089692935347557
Parquet,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.067618035,0.06085623130202294
assembly torque,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08665962,0.060661732405424114
Pydantic,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.12131358,0.06065678969025612
Arize,1,0.828,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08665022,0.06065515577793121
Discounted Stock Options,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.0713284,0.06062914133071899
credit card payments,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.1211851,0.06059255078434944
American Heart Association,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.121108554,0.060554277151823044
parking assessments,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10992571,0.0604591403156519
Windows Failover Clustering,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.120800674,0.0604003369808197
New Zealand Certificate in Cookery,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.06710765,0.06039688289165497
napery,1,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.070976295,0.060329850390553476
jeux,3,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.086120926,0.06028464809060096
structured cabling systems,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10045858,0.060275146365165705
lab results,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.120387085,0.06019354239106178
DVTel,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08588683,0.06012078002095222
IT Delivery 6,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10017095,0.06010256856679916
Athena SWAN award,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10015465,0.06009279191493988
chemotherapy drugs,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.085774325,0.06004202738404273
International Programme Property losses,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.100069314,0.06004158854484558
personal injury cases,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.10005939,0.060035634040832515
Fortinet,5,0.7532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10915192,0.06003355719149113
baked lighting,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10914037,0.060027201473712925
signal integration,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.11994601,0.05997300520539284
LATAM,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08557594,0.059903156757354734
GPON,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.119803004,0.05990150198340416
bien-être,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06294616,0.059798854961991305
Call of,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08536128,0.05975289568305015
dispute resolution,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.099573806,0.05974428355693817
lineage capture,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.119144976,0.0595724880695343
Consumer lending,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.11913566,0.059567831456661224
Healf Zone,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09913675,0.05948204845190048
Statement of Conditions (SOC),1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.0849427,0.059459888935089106
Health Savings Account,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10801533,0.0594084307551384
health savings account,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10801528,0.059408402070403106
Drizzle,1,0.828,FD8,Automation & RPA,Moderate_Growth,0.5,0.11868663,0.05934331566095352
CAP,2,0.788,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.084690474,0.059283331781625745
impedance control,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.118531644,0.05926582217216492
MongoDB's shell,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.06972254,0.05926415957510471
Point to Point wireless,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.0846084,0.059225878864526744
WHMIS,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.107614,0.059187701717019085
rank test,1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09860899,0.05916539579629898
Neutron,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.107570566,0.05916381143033505
Viridien,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08449211,0.059144476801156996
composable DXP,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11814815,0.059074074029922485
alternate fuels,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10737002,0.05905351042747498
Linear tickets,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09838994,0.05903396308422088
constitutional law,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11804405,0.059022024273872375
-Prem),1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06206952,0.05896604433655739
Claims Domain,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.0842315,0.05896205231547355
ABS,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11792342,0.05896171182394028
laboratory diagnostics,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11782188,0.05891093984246254
API proxies,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.11772318,0.058861590921878815
Wi-Fi,2,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.117589034,0.05879451707005501
laparoscopic instrumentation,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11755797,0.05877898633480072
Descartes ShipRush,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.0690647,0.05870499424636364
cost-effectiveness,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11738167,0.058690834790468216
up-sell,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11736796,0.058683980256319046
monorepo,3,0.7763333333333332,FD8,Automation & RPA,Moderate_Growth,0.5,0.117354766,0.05867738276720047
function costs,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08372765,0.05860935524106025
concerts,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08363751,0.058546259254217144
HID PACS,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11708954,0.05854476988315582
Southern Cross Health Insurance,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11654147,0.058270733803510666
santé,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10583504,0.05820927359163761
NVIDIA GPUs,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08302901,0.05812030658125877
viral hepatitis,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11621736,0.058108679950237274
state laws,4,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09659006,0.0579540342092514
Milan,1,0.828,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06096367,0.05791548807173967
student ID number,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.060882278,0.05783816389739513
demand response market,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.105100535,0.05780529417097569
disability benefits,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10501374,0.05775755867362023
Taituarā,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.096244305,0.05774658322334289
personal property insurance,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.060777575,0.05773869603872299
New Zealand Herald,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.082457036,0.057719925045967096
melt-pool dynamics,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.06049651,0.057471683621406554
DV Clearance,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.082047716,0.05743340104818344
ingestion,2,0.7905,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08176802,0.057237614691257474
transmission network,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.11440327,0.05720163509249687
美术基础,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.060195375,0.05718560647219419
-BGA,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08153777,0.05707643777132034
Trade Support,1,0.826,FD8,Automation & RPA,Moderate_Growth,0.5,0.11413359,0.057066794484853745
shard key,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.06333367,0.05700030103325844
Concur,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.081424356,0.05699704885482788
power outage,1,0.825,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.10353296,0.056943129375576974
Sportsman,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.081084214,0.056758949905633925
PaPM,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.11351222,0.05675610899925232
transmission lines,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.06303894,0.05673504397273064
Ring Road,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.11343256,0.056716278195381165
FedRAMP,1,0.828,FD8,Automation & RPA,Moderate_Growth,0.5,0.11341083,0.05670541524887085
100 Capital,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.113398485,0.0566992424428463
justice,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.1133533,0.05667664855718613
BC's Declaration on the Rights of Indigenous Peoples Act,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.06657587,0.056589489430189134
paid memberships,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.08081065,0.056567455828189846
Student Loan Refinancing,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09423509,0.05654105544090271
Poseidon,1,0.829,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.05941564,0.056444856524467464
Poisons and Therapeutic Goods Act 1966,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09404741,0.0564284473657608
Willamette Valley,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.102493435,0.05637138932943345
national team representation,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.05932863,0.056362199038267134
mortgage,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.080030166,0.05602111592888832
Red Team,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.111940995,0.05597049742937088
Bicep,2,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.11193196,0.055965978652238846
financial impact,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.101655155,0.05591033548116684
range-based sharding,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.09317111,0.055902667343616486
denoising,1,0.831,FD1,AI & Machine Learning,Strong_Growth,1.0,0.055874635,0.05587463453412056
