knowledge,freq,mean_confidence,best_future_domain,trend_label,trend_score,similarity,future_weight
mechanical competence,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.31425154,-0.1885509252548217
database concepts,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.31690565,-0.1901433885097503
scheduling,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.31737557,-0.1904253423213958
database application,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.32236454,-0.1934187233448028
lifecycle management,1,0.828,Traditional Office & Routine Tasks,Decline,-0.6,0.3232041,-0.1939224600791931
traditional,1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.32858577,-0.1971514642238616
Sales and Operations Planning,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.33944932,-0.2036695897579193
"finishing, and performance characteristics.",1,0.532,Traditional Office & Routine Tasks,Decline,-0.6,0.34373593,-0.2062415599822998
database applications,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.3509623,-0.2105773866176605
operational technology,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.35102615,-0.2106156885623931
contract management,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.3523965,-0.2114378929138183
business workflow,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.36504674,-0.2190280437469482
SQL database administration,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.36828464,-0.2209707856178283
data management practice,1,0.827,Traditional Office & Routine Tasks,Decline,-0.6,0.3743737,-0.2246242225170135
contract administration,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.39420158,-0.2365209460258484
Standard Operating Procedures,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.40353948,-0.2421236872673034
Workplace Ergonomics Program,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.41341028,-0.2480461657047271
staff management,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.41696966,-0.2501817941665649
administrative processes,1,0.831,Traditional Office & Routine Tasks,Decline,-0.6,0.43589175,-0.2615350484848022
MS Office,1,0.75,Traditional Office & Routine Tasks,Decline,-0.6,0.54378796,-0.3262727737426757
"AI integration,",1,0.532,,,,,
AI-assisted engineering,1,0.75,,,,,
Admin,1,0.75,,,,,
Azure DevOps pipelines,1,0.82,,,,,
CIOB,1,0.75,,,,,
Cline,1,0.75,,,,,
Dayforce HCM platform,1,0.75,,,,,
Department of Conservation Te Papa Atawhai,1,0.75,,,,,
Domain-driven design,1,0.75,,,,,
G Class Ontario driver’s licence,1,0.75,,,,,
Gilda's Club,1,0.75,,,,,
Instrumentation & Control,1,0.75,,,,,
Kairoi,1,0.75,,,,,
New Zealand Financial Intelligence Unit,1,0.75,,,,,
Platform App Builder,1,0.75,,,,,
Platform Developer,1,0.75,,,,,
"Product Management,",1,0.532,,,,,
RIBA,1,0.75,,,,,
RooCode,1,0.75,,,,,
"Segmentation Strategy,",1,0.532,,,,,
Te Oranga o te Ao Turoa,1,0.75,,,,,
"analytics,",1,0.532,,,,,
applicable law,1,0.75,,,,,
application / Tools upgrades,1,0.831,,,,,
artwork,1,0.75,,,,,
change assistant,1,0.83,,,,,
clinical candidates,1,0.75,,,,,
cyber control processes,1,0.75,,,,,
data protection standards,1,0.75,,,,,
data protection strategies,1,0.75,,,,,
"data,",1,0.532,,,,,
digital techniques,1,0.75,,,,,
glass systems,1,0.75,,,,,
hand-drawn techniques,1,0.75,,,,,
hotel sector,1,0.75,,,,,
manufacturing process design,1,0.75,,,,,
office sector,1,0.75,,,,,
port projects,1,0.75,,,,,
power delivery,1,0.75,,,,,
preclinical candidates,1,0.75,,,,,
"predictive risk models,",1,0.532,,,,,
production improvement,1,0.75,,,,,
real-time large-scale systems,1,0.75,,,,,
sales support,1,0.75,,,,,
"scientific software development,",1,0.532,,,,,
smart contract interactions,1,0.75,,,,,
specialised property types,1,0.75,,,,,
systems management,1,0.75,,,,,
traditional finance,1,0.75,,,,,
