skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
apply residential construction practices,1,0.629,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2838329,0.2838329,0.20489301,0.18530312,0.0789399,DEC02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
apply qualitative and quantitative data to inform decisions,1,0.672,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.25334898,0.25334898,0.24790853,0.24736957,0.0054404438,ESCO02,WEF02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
apply methodical approach,1,0.64,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.16466752,0.16466752,0.15479824,0.14624503,0.0098692775,MCK04,ESCO01,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
apply makeup,1,0.667,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.032225065,0.032225065,0.029030267,0.022087581,0.0031947978,DEC01,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
assist with employee workspace setup,1,0.618,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21564507,0.21564507,0.21438263,0.188943,0.0012624413,DEC01,MCK01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
drive forward mission,1,0.607,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20978,0.20978,0.14504638,0.14245565,0.06473361,ESCO01,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
drive development of hardware products,1,0.619,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.2950343,0.2950343,0.22769514,0.21807528,0.06733915,ONET02,WEF05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
assist with budget preparation,1,0.609,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25477484,0.25477484,0.23350617,0.20720023,0.021268666,MCK02,ESCO01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
assist students with audio software questions,1,0.619,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.25301915,0.25301915,0.24108928,0.21831587,0.01192987,WEF07,WEF08,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
assist students with audio hardware questions,1,0.619,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.26100677,0.26100677,0.24333511,0.21273342,0.01767166,WEF08,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
assist in preparation of profit plans,1,0.588,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.24390659,0.24390659,0.24207678,0.22319013,0.001829803,MCK02,MCK04,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
assist in preparation of forecasts,1,0.565,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2520003,0.2520003,0.20640531,0.20352687,0.04559499,WEF01,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
assist in preparation of capital appropriation requests,1,0.569,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.16681436,0.16681436,0.1526258,0.13073866,0.014188558,MCK03,ONET06,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support financial planning process,1,0.597,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.22001135,0.22001135,0.21428873,0.18781026,0.005722627,ESCO02,MCK02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
support executive decision-making,1,0.649,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.22200891,0.22200891,0.21634692,0.18318002,0.005661994,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
support engineered products,1,0.625,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25655925,0.25655925,0.25566658,0.23050724,0.00089266896,ESCO02,DEC02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support data conversions,1,0.675,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2633053,0.2633053,0.2586622,0.22795933,0.0046431124,DEC01,WEF05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
support customers,1,0.613,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18975797,0.18975797,0.18515265,0.1746425,0.004605323,WEF05,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support customer operations,1,0.615,DEC03,Routine Maintenance Coding,Decline,-0.3,0.27508402,0.27508402,0.2702819,0.2584617,0.004802108,ONET02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
drive design of hardware products,1,0.698,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.21407333,0.21407333,0.17345394,0.16712463,0.04061939,ONET02,DEC02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
support clinical activities,1,0.679,DEC03,Routine Maintenance Coding,Decline,-0.3,0.26966158,0.26966158,0.26645473,0.26054955,0.003206849,MCK02,MCK03,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support product owner,1,0.607,DEC03,Routine Maintenance Coding,Decline,-0.3,0.13049528,0.13049528,0.12842946,0.09375118,0.0020658225,MCK02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
"support predictable, reliable delivery",1,0.616,DEC03,Routine Maintenance Coding,Decline,-0.3,0.21708235,0.21708235,0.18308786,0.14853539,0.033994496,DEC02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support one another,1,0.604,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.1513047,0.1513047,0.10240475,0.09228376,0.048899956,MCK03,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
support local production needs,1,0.673,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29716963,0.29716963,0.2575664,0.22752142,0.039603233,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support HR software,1,0.697,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2844468,0.2844468,0.2837645,0.26510668,0.00068229437,MCK02,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support HR Manager,1,0.631,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.2822609,0.2822609,0.22782108,0.19951662,0.054439813,ESCO01,ONET02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
support healthcare system integrations,1,0.681,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26664612,0.26664612,0.23763034,0.23582464,0.02901578,MCK01,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
elevate conversations,1,0.621,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2571864,0.2571864,0.17432684,0.12876709,0.082859576,WEF07,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support government customers in education and training,1,0.702,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19718415,0.19718415,0.19357371,0.1658527,0.0036104321,MCK03,DEC01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support government customers in acquisitions,1,0.707,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23082179,0.23082179,0.19010186,0.17703909,0.040719926,ESCO02,WEF05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
edit video content,1,0.696,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.15119228,0.15119228,0.09475691,0.07460811,0.05643537,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support teammates through code reviews,1,0.664,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25390822,0.25390822,0.24840502,0.21214965,0.0055031925,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
support system verification,1,0.709,DEC03,Routine Maintenance Coding,Decline,-0.3,0.20054737,0.20054737,0.15294018,0.15057544,0.047607183,MCK01,ONET06,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support system validation,1,0.706,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18481,0.18481,0.14345673,0.13879338,0.04135327,ONET06,MCK01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support system requirements,1,0.709,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2743138,0.2743138,0.26667437,0.24526641,0.007639438,DEC02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support system design,1,0.7,DEC02,Legacy Web Development,Decline,-0.4,0.26588318,0.26588318,0.26236364,0.2147523,0.003519535,DEC03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
support system analysis,1,0.703,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2847616,0.2847616,0.258191,0.23802702,0.026570618,ESCO02,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
drive user retention,1,0.616,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.15965626,0.15965626,0.15789723,0.12871315,0.0017590225,DEC01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
drive user monetization,1,0.62,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.25098157,0.25098157,0.21442208,0.1716544,0.036559492,WEF05,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support SIT/UAT testing cycles,1,0.702,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.22311756,0.22311756,0.14433932,0.10719155,0.07877824,MCK02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support scheduling for meetings and events,1,0.699,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23079394,0.23079394,0.17738663,0.16035491,0.05340731,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
drive user activation,1,0.618,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.10823056,0.10823056,0.10289142,0.1001245,0.005339138,ESCO02,DEC01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
support regulatory attestations,1,0.715,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.20188871,0.20188871,0.14835246,0.13909712,0.05353625,WEF03,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
tailor messages to resonate across audiences,1,0.608,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20476426,0.20476426,0.13775328,0.1193963,0.067010984,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
surplus equipment,1,0.572,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22771499,0.22771499,0.19131282,0.14390476,0.036402166,DEC02,WEF04,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support worship services,1,0.611,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.20600852,0.20600852,0.17787337,0.124795854,0.02813515,ONET06,MCK02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
support Windows Autopilot,1,0.677,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2539202,0.2539202,0.25000072,0.21440099,0.003919482,MCK01,WEF01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
support tracking of remediation actions,1,0.703,DEC03,Routine Maintenance Coding,Decline,-0.3,0.28071314,0.28071314,0.23269972,0.21567693,0.04801342,MCK01,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
apply best practices for schema design,1,0.696,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22489911,0.22489911,0.20901373,0.18599227,0.015885383,ESCO02,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
apply best practices for indexing,1,0.698,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26818037,0.26818037,0.13339117,0.12879172,0.1347892,DEC03,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
"apply basic principles, theories, and concepts",1,0.702,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2982536,0.2982536,0.27728206,0.27544543,0.020971537,MCK04,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
apply agent-based architectures to asset-intensive environments,1,0.604,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.27559012,0.27559012,0.25406227,0.23200566,0.021527857,ONET04,WEF07,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
apply advanced statistical methods,1,0.677,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.20085947,0.20085947,0.1735748,0.17090663,0.027284667,WEF03,ONET02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
answer and route incoming calls and emails,1,0.576,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.18715844,0.18715844,0.1488485,0.14817056,0.03830993,DEC01,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
articulate a compelling case for a technology,1,0.593,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2740879,0.2740879,0.24601348,0.2142441,0.028074428,ONET03,WEF06,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
architect high-performance mobile applications,1,0.716,DEC02,Legacy Web Development,Decline,-0.4,0.23049879,0.23049879,0.22334692,0.17391841,0.007151872,ONET03,ONET01,Expert_consensus,0.0,Declining,0.0,0.0
architect APIs and orchestration layers,1,0.703,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.26066244,0.26066244,0.24768157,0.2244972,0.012980863,ONET03,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
apply theoretical knowledge,1,0.709,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.18672594,0.18672594,0.14590323,0.124459,0.040822715,WEF08,MCK02,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
apply temporal smoothing,1,0.704,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.075814895,0.075814895,0.07422709,0.053098593,0.0015878081,WEF01,DEC01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
support tracking of POA&Ms,1,0.698,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.19376732,0.19376732,0.19269347,0.17625265,0.0010738522,ESCO01,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
support tracking of exceptions,1,0.702,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22105213,0.22105213,0.15030858,0.12895733,0.070743546,ONET02,ESCO02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
support the entire sales cycle,1,0.603,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28881055,0.28881055,0.21213605,0.20352364,0.076674506,ONET02,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
support the design of propositions,1,0.699,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.21056634,0.21056634,0.20176785,0.19094539,0.008798495,WEF07,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
"support the design, configuration, and optimisation of the EPR system",1,0.609,DEC02,Legacy Web Development,Decline,-0.4,0.14479028,0.14479028,0.122886,0.10048915,0.021904275,MCK02,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
test code,1,0.69,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.27582023,0.27582023,0.26867312,0.10435121,0.0071471035,DEC03,MCK04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
test Circuit Card Assemblies,1,0.7,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.28472716,0.28472716,0.11879236,0.09310639,0.1659348,DEC02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
test a candidate's grasp of concepts,1,0.695,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.22949062,0.22949062,0.20889288,0.1733668,0.020597741,ESCO02,WEF08,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
take ownership of specific workstreams,1,0.609,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.05820442,0.05820442,0.046060592,0.044884384,0.012143828,MCK03,ONET04,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
take ownership of key mechanical subsystems,1,0.635,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.12283683,0.12283683,0.108344965,0.10787987,0.014491864,MCK02,DEC03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
analyze iOS apps,1,0.693,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2421073,0.2421073,0.23630998,0.2251122,0.0057973266,ESCO02,ONET01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
drive user acquisition,1,0.619,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.21357614,0.21357614,0.20303348,0.15596598,0.010542661,DEC01,MCK02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
analyze clinical documents,1,0.707,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.285501,0.285501,0.19610487,0.16347373,0.089396134,ESCO02,ONET02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
apply knowledge of compute programming models and compute architecture,1,0.62,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2753037,0.2753037,0.2656612,0.2611959,0.009642482,ONET06,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
apply for roles,1,0.627,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.28115007,0.28115007,0.21340086,0.1871264,0.06774922,ESCO02,MCK02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
apply customer configurations,1,0.712,DEC03,Routine Maintenance Coding,Decline,-0.3,0.15748599,0.15748599,0.15205978,0.14011359,0.005426213,ESCO02,DEC01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
drive strategic growth,1,0.608,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.23618709,0.23618709,0.23329172,0.21108297,0.0028953701,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
apply construction regulations,1,0.629,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.21596114,0.21596114,0.13726477,0.13670617,0.07869637,DEC02,ONET05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
take ownership of data solutions,1,0.604,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24049267,0.24049267,0.18218645,0.16136444,0.058306217,DEC03,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
take ownership for elements of the proposition,1,0.605,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.032614533,0.032614533,0.026150731,0.009552778,0.0064638015,ONET06,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
take ownership and be reliable,1,0.603,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16040592,0.16040592,0.12795213,0.09695785,0.03245379,DEC03,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
take on new challenges,1,0.601,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.22768736,0.22768736,0.21135364,0.17032775,0.016333714,DEC03,MCK04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
take meeting minutes,1,0.565,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19645835,0.19645835,0.16719449,0.14193499,0.029263869,ESCO02,MCK04,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
take initiative,1,0.61,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.25542676,0.25542676,0.1803215,0.16436873,0.075105265,MCK04,MCK03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
track conversion metrics,1,0.595,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.13544482,0.13544482,0.12647063,0.11833358,0.0089741945,WEF05,ESCO01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
drive progress and efficiency,1,0.608,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.20682439,0.20682439,0.17379326,0.17196566,0.033031136,DEC03,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
think in cross-platform systems,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27661583,0.27661583,0.27514097,0.27171725,0.0014748573,WEF05,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
think big,1,0.598,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.1822635,0.1822635,0.118187755,0.09307173,0.06407574,WEF02,MCK05,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
adapt approach to activities and customers,1,0.634,DEC03,Routine Maintenance Coding,Decline,-0.3,0.249828,0.249828,0.2308437,0.21578579,0.018984303,ESCO02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
adhere to safety standards,1,0.589,WEF03,Cybersecurity,Strong_Growth,0.9,0.19876918,0.19876918,0.17402226,0.17224734,0.024746925,MCK05,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
adhere to protocols,1,0.589,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27508235,0.27508235,0.25801998,0.20598221,0.017062366,ONET06,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
"adhere to policy, procedures and controls",1,0.606,DEC03,Routine Maintenance Coding,Decline,-0.3,0.26141694,0.26141694,0.23807919,0.23044202,0.023337752,DEC01,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
drive product from conception to rollout,1,0.565,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.13366415,0.13366415,0.1178247,0.075614534,0.015839443,DEC03,ONET06,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
address routine office issues,1,0.592,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.28757536,0.28757536,0.20412171,0.13807373,0.083453655,DEC03,MCK02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
address rising costs,1,0.606,DEC02,Legacy Web Development,Decline,-0.4,0.06389675,0.06389675,0.048696533,0.032279402,0.01520022,WEF05,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
address labor shortages,1,0.61,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.17310557,0.17310557,0.1472394,0.1277059,0.025866166,MCK01,ONET03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
address issues related to outstanding payments,1,0.62,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.06921941,0.06921941,0.05773199,0.05196192,0.011487421,ONET02,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
adapt to change,2,0.613,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.28728136,0.28728136,0.1572384,0.093712755,0.13004297,DEC03,WEF08,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
adapt to a varying work schedule due to events,1,0.591,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16394983,0.16394983,0.12836805,0.12132868,0.035581782,DEC03,ESCO01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
allow developers to scale databases,1,0.617,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.297216,0.297216,0.24739604,0.20517634,0.04981996,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
abstract the complexity of the data layer,1,0.575,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.16395786,0.16395786,0.15385066,0.14217493,0.010107204,ONET06,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
engage in confidential conversations,1,0.642,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24487707,0.24487707,0.14847833,0.13082854,0.09639874,ESCO02,WEF03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
work with large-scale GPU farms,1,0.563,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.29747254,0.29747254,0.21248579,0.19474427,0.08498675,ONET02,WEF02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
adapt makeup style to different customers,1,0.67,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.061968163,0.061968163,0.051323727,0.04952282,0.010644436,DEC02,ONET03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
adapt quickly when priorities change,1,0.607,DEC03,Routine Maintenance Coding,Decline,-0.3,0.23526418,0.23526418,0.21878119,0.13271302,0.016482994,MCK05,MCK04,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
act with intention,1,0.603,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.093047045,0.093047045,0.0851056,0.051596534,0.007941447,MCK01,MCK04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
act independently,1,0.613,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.15258457,0.15258457,0.13469633,0.096303985,0.017888233,MCK03,WEF07,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
act fearlessly,1,0.608,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.26955295,0.26955295,0.14409944,0.12833925,0.1254535,WEF03,MCK03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
act as lead,1,0.594,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.24266627,0.24266627,0.115434185,0.11491594,0.12723209,MCK02,MCK04,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
act as expert for system admins and engineers,1,0.601,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29369855,0.29369855,0.28135204,0.26944894,0.012346506,MCK02,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
act as a strategic advisor,1,0.6,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.27350596,0.27350596,0.2710974,0.26588613,0.002408564,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.0,Strong_Growth,1.0,0.0
achieve transformational healthcare improvement,1,0.621,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.21913974,0.21913974,0.21063495,0.20365831,0.008504793,DEC03,MCK05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
work with product owners,1,0.603,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.22846505,0.22846505,0.1444165,0.13695148,0.084048554,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
track model performance,1,0.674,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.15331478,0.15331478,0.103820756,0.098878056,0.049494028,ONET02,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
track iteration history,1,0.569,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.19334123,0.19334123,0.16714758,0.1371601,0.026193649,DEC03,DEC01,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
track feature performance,1,0.597,DEC03,Routine Maintenance Coding,Decline,-0.3,0.24692109,0.24692109,0.13114813,0.1260801,0.11577296,DEC01,WEF01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
