knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
transport,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.18338695,0.18338695,0.15413862,0.15121327,0.029248327,MCK05,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Transmission Lines,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.11705386,0.11705386,0.07787624,0.059458308,0.03917762,MCK02,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Transformers,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.18976457,0.18976457,0.18354057,0.16440728,0.0062240064,WEF01,ONET04,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
transaction monitoring,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29095325,0.29095325,0.21207564,0.17747,0.07887761,ONET06,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
tracks,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.1756112,0.1756112,0.14069813,0.13397181,0.034913063,ONET06,MCK03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
Total:Vision™ Video Analytics Solution (VAS),1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.19704726,0.19704726,0.14614125,0.14289512,0.050906017,WEF01,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Total:Perception™ Systems Simulation Engine (SSE),1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.26265046,0.26265046,0.25532955,0.24800485,0.0073209107,ONET04,ONET03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Total:Insight™ DSS,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2770973,0.2770973,0.26097226,0.24324244,0.016125053,ONET02,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Total Gas Management Systems,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.19951835,0.19951835,0.19263512,0.18371561,0.006883234,ONET06,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
tooling selection,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2543578,0.2543578,0.24918544,0.23468038,0.005172372,MCK02,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
titanium,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.19761485,0.19761485,0.17522787,0.13887034,0.022386983,ONET03,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
threat detection,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2509949,0.2509949,0.18473691,0.11098327,0.06625798,WEF01,MCK05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
third-party SDKs,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.19573921,0.19573921,0.17779374,0.15107113,0.017945468,WEF05,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
third-party agents,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.27780885,0.27780885,0.21891627,0.2135921,0.058892578,WEF05,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
thermal management,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.19731905,0.19731905,0.19222783,0.1473879,0.00509122,WEF06,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Professional Engineer License,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.29569086,0.29569086,0.237369,0.22560427,0.058321863,ONET05,ONET03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
productivity metrics,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.2887978,0.2887978,0.24293306,0.23570573,0.04586473,MCK05,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
visitor management,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22701967,0.22701967,0.22647773,0.17361706,0.00054194033,ESCO01,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
production,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25654835,0.25654835,0.22415851,0.22113381,0.032389835,ONET02,MCK03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
procurement,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2861256,0.2861256,0.24025983,0.24005769,0.045865774,WEF05,ONET06,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
process optimization,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.20761967,0.20761967,0.2006501,0.16226684,0.006969571,ONET02,MCK04,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Cassandra,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23639338,0.23639338,0.16730729,0.12377161,0.06908609,WEF02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Cargo Inspection Systems (CIS),1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26217544,0.26217544,0.20180136,0.19321251,0.06037408,WEF04,DEC03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
carbide,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.13591379,0.13591379,0.12629071,0.10598847,0.0096230805,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
CAP theorem,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.02578049,0.02578049,0.015704874,0.003900887,0.010075616,ONET06,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Canvas Apps,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.25908497,0.25908497,0.17362048,0.16922995,0.08546449,DEC02,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
cameras,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.15728125,0.15728125,0.14327854,0.1432454,0.014002711,DEC03,ONET04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
CAD/CAM software,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.27437085,0.27437085,0.25784445,0.22631916,0.016526401,MCK01,ONET03,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
caches,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.27735776,0.27735776,0.23758563,0.21873483,0.039772123,ONET02,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
property management systems,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29364842,0.29364842,0.26348335,0.24943992,0.030165076,ONET06,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
property development,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25542554,0.25542554,0.24915573,0.24167906,0.0062698126,DEC02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Property,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.15701118,0.15701118,0.12376562,0.10187414,0.033245564,DEC03,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
progressive die,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.20363997,0.20363997,0.100768715,0.09357348,0.102871254,MCK03,MCK05,Expert_consensus,0.0,Declining,0.0,0.0
programme certainty,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.12290078,0.12290078,0.119542,0.10306794,0.003358774,WEF03,MCK05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
bundlers,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.122435994,0.122435994,0.1193711,0.11286649,0.0030648932,ONET03,DEC03,Expert_consensus,0.0,Declining,0.0,0.0
Building Warrant of Fitness,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.22507408,0.22507408,0.11106677,0.08320485,0.11400731,DEC03,DEC01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
build efficiency,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.23974642,0.23974642,0.21011485,0.20605332,0.02963157,DEC03,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Broadcast Support Engineering,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.22852075,0.22852075,0.21896887,0.19089562,0.009551883,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
broadcast operations,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.18957901,0.18957901,0.14776373,0.14456822,0.04181528,MCK02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
BPEL,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19560227,0.19560227,0.13770464,0.13020118,0.057897627,ESCO02,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
box assemblies,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.24378951,0.24378951,0.22455004,0.20185727,0.01923947,WEF04,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
Bluebeam,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14689709,0.14689709,0.13940728,0.119280495,0.0074898154,ESCO01,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
blob storage API,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.12435433,0.12435433,0.09647058,0.07204677,0.027883753,ONET02,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
railway infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2502528,0.2502528,0.23420975,0.23089916,0.016043067,ONET06,ONET03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
rag-less inferencing,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.059206307,0.059206307,0.021214703,-0.018439723,0.037991606,DEC03,MCK02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
Radio and fiber optic communications,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13971522,0.13971522,0.12723804,0.11398642,0.012477189,WEF05,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
rack power,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.11837495,0.11837495,0.08899008,0.084258005,0.029384874,MCK02,ESCO01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
quantitative data,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.24784267,0.24784267,0.16297083,0.16087228,0.08487184,ONET02,DEC01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
quality standards,2,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.24950778,0.24950778,0.21039522,0.20859453,0.039112568,DEC03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
quality management systems,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.25209785,0.25209785,0.25195217,0.24427336,0.00014567375,ONET02,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
qualitative data,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.2502842,0.2502842,0.24668077,0.24416378,0.0036034286,MCK05,DEC01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Python,8,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25901768,0.25901768,0.23408756,0.22962797,0.02493012,MCK01,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
push notifications,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.14887637,0.14887637,0.100275904,0.09827538,0.048600465,ONET06,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
purchasing flows,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27102208,0.27102208,0.17740227,0.13496786,0.09361981,ONET06,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Public Sector,2,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.26387292,0.26387292,0.26244214,0.24654138,0.0014307797,ONET02,ONET06,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Public Safety,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.19727144,0.19727144,0.18968222,0.17965728,0.007589221,MCK03,WEF03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
public company,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16440734,0.16440734,0.14976183,0.14344883,0.014645517,MCK03,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
provisioning,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23554641,0.23554641,0.20014231,0.18299198,0.0354041,DEC03,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Protection of Privacy Act (Alberta),1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.112686366,0.112686366,0.11108488,0.07564324,0.0016014874,ONET06,DEC01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Residential,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.20431928,0.20431928,0.1989035,0.18203352,0.0054157823,DEC03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
representation learning,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.12648621,0.12648621,0.049198143,0.04448055,0.07728807,WEF07,MCK03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
replication lag,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1336149,0.1336149,0.09171176,0.08177055,0.04190314,ONET06,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
remediation,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.2171346,0.2171346,0.16937034,0.14295807,0.047764257,DEC03,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
regulatory requirements,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.26521766,0.26521766,0.20361643,0.15268765,0.061601236,DEC01,WEF03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
regulatory needs,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.24081519,0.24081519,0.19299103,0.18181078,0.04782416,WEF06,DEC01,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
regulatory compliance,2,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.2064251,0.2064251,0.17459689,0.17229065,0.03182821,DEC03,WEF03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
regulatory affairs,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.22199707,0.22199707,0.21723762,0.19041494,0.004759446,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Redis,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2835166,0.2835166,0.20937365,0.15250872,0.07414293,ONET06,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
reconciliation,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19197482,0.19197482,0.16182199,0.14268085,0.030152828,MCK05,MCK03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
REB applications,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.23210147,0.23210147,0.22799292,0.22108322,0.004108548,ONET02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
real-time networking,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.18573791,0.18573791,0.1618335,0.16181657,0.023904413,MCK02,ONET03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
real-time data streaming platforms,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.25516275,0.25516275,0.21338981,0.17566621,0.04177293,ONET02,WEF05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
React Native,2,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.18022054,0.18022054,0.12311935,0.067285374,0.057101198,ONET03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
React JS,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.18223882,0.18223882,0.08948471,0.085835874,0.09275411,ONET06,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
React,3,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.1547463,0.1547463,0.10976679,0.09306456,0.044979505,ONET03,ONET06,Expert_consensus,0.0,Declining,0.0,0.0
retail operations,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2980029,0.2980029,0.29073617,0.24976292,0.00726673,WEF05,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Retail,2,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2759381,0.2759381,0.21302116,0.1941611,0.062916934,ONET02,ONET03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
REST,2,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.20049962,0.20049962,0.15542099,0.14418907,0.045078635,DEC03,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
responsible investment,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.20638116,0.20638116,0.16367081,0.15529601,0.04271035,ONET06,WEF06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
resource block models,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.19291447,0.19291447,0.18528864,0.17267764,0.007625833,ONET06,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
blending,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.145063,0.145063,0.14234444,0.098290816,0.002718553,ONET04,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
blasthole optimisation,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.1166471,0.1166471,0.10413932,0.0867333,0.012507781,MCK04,WEF03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
biotech consumables,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.21795125,0.21795125,0.20204452,0.15950167,0.015906736,MCK05,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
BIOS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21620476,0.21620476,0.18022245,0.17926097,0.03598231,WEF03,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Biology,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.17747004,0.17747004,0.16827625,0.15472731,0.009193793,ONET02,MCK05,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
BigCommerce,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28137657,0.28137657,0.22809336,0.2252551,0.053283215,ONET06,WEF02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
BICS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2085772,0.2085772,0.19057758,0.1854664,0.01799962,MCK02,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Bicep,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.087552175,0.087552175,0.08738146,0.07792366,0.00017071515,ESCO01,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
BGP,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.17180151,0.17180151,0.14391762,0.14336541,0.027883887,WEF05,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
behavioral science,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.28964245,0.28964245,0.26747233,0.24182326,0.022170126,WEF07,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
beauty,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16255014,0.16255014,0.15825455,0.11438346,0.0042955875,ONET02,ONET04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Rust,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.23579395,0.23579395,0.21621129,0.13742222,0.019582659,DEC02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
RTP,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.1839549,0.1839549,0.13786194,0.12472377,0.046092957,MCK01,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
RS-232/485,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.117335096,0.117335096,0.11249313,0.07773945,0.0048419684,MCK01,WEF05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
routine inspection,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.27698213,0.27698213,0.18383929,0.16728055,0.09314284,DEC01,MCK01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ROI reporting,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.16178614,0.16178614,0.15941024,0.14367235,0.0023759007,WEF02,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
RMF guidance,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.19480856,0.19480856,0.18451679,0.16270165,0.01029177,MCK02,DEC03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
RMF compliance,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.16006055,0.16006055,0.15757701,0.15755662,0.0024835467,ESCO01,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
RMA/OHIP billing,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.21247023,0.21247023,0.16478172,0.13032238,0.047688514,ONET06,MCK02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
risk solutions,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.27852803,0.27852803,0.20910436,0.20702867,0.069423676,ESCO01,MCK04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Risk and Regulatory,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.20058589,0.20058589,0.16775581,0.15157932,0.032830074,WEF03,WEF06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Rhapsody,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.12854996,0.12854996,0.119314425,0.11523929,0.009235539,ONET06,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
reward,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18097779,0.18097779,0.17422046,0.1630384,0.006757334,MCK03,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Revit,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14125445,0.14125445,0.123673685,0.08423158,0.01758077,DEC03,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
revenue growth,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.1840474,0.1840474,0.16100974,0.11226335,0.023037657,ONET06,ESCO01,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
retrieval-augmented generation (RAG),1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16132875,0.16132875,0.13581455,0.12196728,0.0255142,WEF07,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
retail stores,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19630995,0.19630995,0.15107659,0.12057251,0.04523337,ONET02,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
Scopus AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.19936585,0.19936585,0.1887466,0.17077422,0.010619253,ONET02,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
science,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26105624,0.26105624,0.21987891,0.20874935,0.041177332,WEF02,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
schematic design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2591676,0.2591676,0.22964928,0.21954161,0.029518336,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
schema design,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.24908504,0.24908504,0.23696342,0.20322666,0.012121618,ONET03,DEC02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
SCCM,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.28099582,0.28099582,0.261056,0.21221077,0.01993981,MCK02,WEF03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
scalable solutions,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.24298537,0.24298537,0.21548246,0.20289046,0.02750291,WEF04,ONET06,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
scalable integration architecture,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2819414,0.2819414,0.27084246,0.2043671,0.011098951,ONET02,ONET06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
scalability,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.28135896,0.28135896,0.21333078,0.20481259,0.06802818,ONET06,WEF04,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
SCADA,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.22935072,0.22935072,0.22699249,0.22351173,0.002358228,MCK02,WEF03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
satellite,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.21454573,0.21454573,0.14603844,0.10716602,0.068507284,ONET02,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
SaMD,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.12916952,0.12916952,0.09116088,0.08149544,0.038008645,ESCO01,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SAM,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13122371,0.13122371,0.10448424,0.103796065,0.02673947,WEF07,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
