"Sektor","Indonesian Title","English Translation","Indonesian Description","English Description","Source Type"
"Keselamatan dan Kesehatan Kerja (K3)","Skema Okupasi Teknisi K3 Listrik","Electrical OHS Technician","Skema sertifikasi Teknisi K3 Listrik dikembangkan mengacu pada SKKNI Bidang K3 Listrik dan Permenaker No. 12 Tahun 2015 tentang Keselamatan dan Kesehatan Kerja Listrik di Tempat Kerja. Mencakup kompetensi pemeriksaan instalasi listrik, pengukuran keselamatan listrik, penerapan prosedur Lockout/Tagout (LOTO), dan investigasi insiden listrik.","The Electrical OHS Technician scheme references the SKKNI Electrical OHS Field and Permenaker No. 12 of 2015 on Electrical Safety at the Workplace. It covers electrical installation inspection, electrical safety measurement, Lockout/Tagout (LOTO) procedure implementation, and electrical incident investigation competencies.","Template-based / SKKNI K3"
"Keselamatan dan Kesehatan Kerja (K3)","Skema Okupasi Petugas Keselamatan Konstruksi","Construction Safety Officer","Skema sertifikasi Petugas Keselamatan Konstruksi dikembangkan mengacu pada Kepmenaker No. 60 Tahun 2022 Bidang Ahli Keselamatan Konstruksi dan SE LPJK No. 07/SE/LPJK/2022. Mencakup kompetensi pelaksanaan program keselamatan konstruksi di lapangan, inspeksi keselamatan proyek, penggunaan APD konstruksi, dan pelaporan insiden keselamatan.","The Construction Safety Officer scheme references Kepmenaker No. 60 of 2022 (Construction Safety Field) and SE LPJK No. 07/SE/LPJK/2022. It covers implementing construction safety programs in the field, project safety inspection, construction PPE use, and safety incident reporting competencies.","Template-based / Kepmenaker 60/2022"
"Keselamatan dan Kesehatan Kerja (K3)","Skema Okupasi Penanggung Jawab Operasional Pengolahan Air Limbah (POPAL)","Wastewater Treatment Operations Person-in-Charge","Skema sertifikasi POPAL (Penanggung Jawab Operasional Pengolahan Air Limbah) dikembangkan mengacu pada SKKNI Bidang Pengolahan Air Limbah berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengoperasian IPAL (Instalasi Pengolahan Air Limbah), pemantauan efluen air limbah, pemeliharaan peralatan IPAL, dan pelaporan kinerja pengolahan air limbah.","The POPAL scheme references the SKKNI Wastewater Treatment Field under PP No. 22 of 2021. It covers Wastewater Treatment Plant (IPAL) operation, wastewater effluent monitoring, IPAL equipment maintenance, and wastewater treatment performance reporting competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Ketua Tim Penyusun AMDAL (KTPA)","EIA Team Leader","Skema sertifikasi Ketua Tim Penyusun AMDAL (KTPA) dikembangkan oleh LSP Lingkungan Hidup mengacu pada SKKNI Bidang Penyusunan AMDAL berdasarkan Kepmenaker No. 122 Tahun 2016 dan PP No. 22 Tahun 2021 tentang Penyelenggaraan Perlindungan dan Pengelolaan Lingkungan Hidup. Mencakup kompetensi memimpin tim penyusunan dokumen Amdal (Kerangka Acuan, Andal, RKL-RPL), melaksanakan pengumpulan data primer-sekunder, menganalisis dampak lingkungan, dan memastikan pemenuhan prosedur persetujuan AMDAL.","The EIA Team Leader (KTPA) scheme references SKKNI Kepmenaker No. 122 of 2016 (EIA Preparation) and PP No. 22 of 2021. It covers leading the EIA document preparation team (Terms of Reference, Andal, RKL-RPL), primary-secondary data collection, environmental impact analysis, and ensuring EIA approval procedure compliance competencies.","Verbatim-based (bnsp.net / lspkonstruksi.com)"
"Lingkungan Hidup","Skema Okupasi Anggota Tim Penyusun AMDAL (ATPA)","EIA Team Member","Skema sertifikasi Anggota Tim Penyusun AMDAL (ATPA) dikembangkan oleh LSP Lingkungan Hidup mengacu pada SKKNI berdasarkan Kepmenaker No. 122 Tahun 2016 dan PP No. 22 Tahun 2021. Mencakup kompetensi pengumpulan dan analisis data komponen lingkungan (fisik-kimia, biologi, sosekbud), penyusunan bagian dokumen AMDAL, dan partisipasi dalam konsultasi publik.","The EIA Team Member (ATPA) scheme references SKKNI Kepmenaker No. 122 of 2016 and PP No. 22 of 2021. It covers environmental component data collection and analysis (physical-chemical, biological, socio-economic), EIA document section preparation, and public consultation participation competencies.","Template-based / Kepmenaker 122/2016"
"Lingkungan Hidup","Skema Okupasi Penanggung Jawab Pengendalian Pencemaran Air (PPPA)","Water Pollution Control Person-in-Charge","Skema sertifikasi PPPA dikembangkan mengacu pada SKKNI Bidang Pengendalian Pencemaran Air berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengelolaan program pengendalian pencemaran air, pemantauan kualitas air badan penerima, kepatuhan terhadap baku mutu air limbah, dan pelaporan kepada instansi lingkungan.","The Water Pollution Control Person-in-Charge (PPPA) scheme references the SKKNI Water Pollution Control Field under PP No. 22 of 2021. It covers water pollution control program management, receiving water body quality monitoring, wastewater quality standard compliance, and reporting to environmental authorities competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Penanggung Jawab Operasional Pengolahan Air Limbah (POPAL)","Wastewater Treatment Operations Person-in-Charge","Skema sertifikasi POPAL dikembangkan mengacu pada SKKNI Bidang Pengolahan Air Limbah berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengoperasian dan pemeliharaan Instalasi Pengolahan Air Limbah (IPAL), pemantauan parameter air limbah, dan pengendalian proses pengolahan biologis dan fisik-kimia.","The Wastewater Treatment Operations Person-in-Charge (POPAL) scheme references the SKKNI Wastewater Treatment Field under PP No. 22 of 2021. It covers IPAL operation and maintenance, wastewater parameter monitoring, and biological and physical-chemical treatment process control competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Penanggung Jawab Pengendalian Pencemaran Udara (PPPU)","Air Pollution Control Person-in-Charge","Skema sertifikasi PPPU dikembangkan mengacu pada SKKNI Bidang Pengendalian Pencemaran Udara berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengelolaan program pengendalian emisi udara, pemantauan kualitas udara ambien dan emisi sumber, dan kepatuhan terhadap baku mutu udara.","The Air Pollution Control Person-in-Charge (PPPU) scheme references the SKKNI Air Pollution Control Field under PP No. 22 of 2021. It covers air emission control program management, ambient air and source emission monitoring, and air quality standard compliance competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Penanggung Jawab Operasional Pengendalian Pencemaran Udara (POPU)","Air Pollution Control Operations Person-in-Charge","Skema sertifikasi POPU dikembangkan mengacu pada SKKNI Bidang Pengendalian Pencemaran Udara berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengoperasian instalasi pengendalian emisi udara (scrubber, ESP, baghouse filter), pemantauan kinerja alat pengendalian emisi, dan pelaporan emisi.","The Air Pollution Control Operations Person-in-Charge (POPU) scheme references the SKKNI Air Pollution Control Field under PP No. 22 of 2021. It covers operating air emission control installations (scrubbers, ESP, baghouse filters), emission control equipment performance monitoring, and emission reporting competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Penanggung Jawab Pengelolaan Limbah B3 (PPLB3)","B3 Hazardous Waste Management Person-in-Charge","Skema sertifikasi PPLB3 dikembangkan mengacu pada SKKNI Bidang Pengelolaan Limbah Bahan Berbahaya dan Beracun berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi pengelolaan sistem manajemen limbah B3, kepatuhan terhadap regulasi B3, koordinasi pengangkutan dan pengolahan/pembuangan limbah B3, serta pelaporan neraca limbah B3.","The B3 Hazardous Waste Management Person-in-Charge (PPLB3) scheme references the SKKNI B3 Hazardous Waste Management Field under PP No. 22 of 2021. It covers B3 waste management system management, B3 regulation compliance, B3 waste transport and disposal coordination, and B3 waste balance reporting competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Operasional Pengelolaan Limbah B3 (OPLB3)","B3 Hazardous Waste Operational Management","Skema sertifikasi OPLB3 dikembangkan mengacu pada SKKNI Bidang Pengelolaan Limbah B3 berdasarkan PP No. 22 Tahun 2021. Mencakup kompetensi identifikasi dan segregasi limbah B3, prosedur penanganan dan penyimpanan sementara limbah B3, pengisian manifes limbah B3, dan tanggap darurat B3.","The B3 Hazardous Waste Operational Management (OPLB3) scheme references the SKKNI B3 Hazardous Waste Field under PP No. 22 of 2021. It covers B3 waste identification and segregation, B3 waste handling and temporary storage procedures, B3 waste manifest filling, and B3 emergency response competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Petugas Pengambil Contoh Uji Air (PCUA)","Water Sample Collection Officer","Skema sertifikasi Petugas Pengambil Contoh Uji Air (PCUA) dikembangkan mengacu pada SKKNI Bidang Pengambilan Contoh Uji Lingkungan. Mencakup kompetensi persiapan pengambilan contoh uji air, teknik pengambilan sampel air sungai, danau, air limbah, dan air tanah, pengawetan sampel, serta rantai penyimpanan bukti (chain of custody).","The Water Sample Collection Officer (PCUA) scheme references the SKKNI Environmental Sampling Field. It covers water sample collection preparation, water sampling techniques for rivers, lakes, wastewater, and groundwater, sample preservation, and chain of custody competencies.","Template-based / SKKNI LH"
"Lingkungan Hidup","Skema Okupasi Penilai Keberhasilan Reklamasi Hutan","Forest Reclamation Success Assessor","Skema sertifikasi Penilai Keberhasilan Reklamasi Hutan dikembangkan oleh LSP Lingkungan Hidup/Kehutanan mengacu pada SKKNI Bidang Kehutanan Sub-bidang Reklamasi Hutan. Mencakup kompetensi penilaian kesesuaian tapak reklamasi, pengukuran parameter keberhasilan reklamasi (vegetasi, tanah, hidrologi), dan penyusunan laporan penilaian reklamasi hutan.","The Forest Reclamation Success Assessor scheme references the SKKNI Forestry – Forest Reclamation Sub-field. It covers reclamation site suitability assessment, measuring reclamation success parameters (vegetation, soil, hydrology), and forest reclamation assessment report preparation competencies.","Template-based / SKKNI LH"
"Industri Halal","Skema Sertifikasi Okupasi Auditor Halal","Halal Auditor","Skema sertifikasi Auditor Halal dikembangkan oleh LSP MUI/LSP BPJPH mengacu pada UU No. 33 Tahun 2014 tentang Jaminan Produk Halal dan PP No. 39 Tahun 2021 tentang Penyelenggaraan Bidang Jaminan Produk Halal. Auditor Halal memiliki kompetensi melakukan pemeriksaan (audit) proses produksi halal pada fasilitas produksi, memverifikasi implementasi Sistem Jaminan Produk Halal (SJPH), dan memastikan kepatuhan terhadap persyaratan sertifikasi halal BPJPH.","The Halal Auditor scheme was developed by LSP MUI/LSP BPJPH, referencing UU No. 33 of 2014 (Halal Product Assurance Law) and PP No. 39 of 2021. Halal Auditors are competent to audit halal production processes, verify Halal Product Assurance System (SJPH) implementation, and ensure compliance with BPJPH halal certification requirements.","Verbatim-based (lspmui.com / bpjph.halal.go.id)"
"Industri Halal","Skema Sertifikasi Okupasi Penyelia Halal","Halal Supervisor","Skema sertifikasi Penyelia Halal adalah skema sertifikasi okupasi yang dikembangkan oleh Komite Skema LSP Penyelenggara Produk Halal Indonesia (LSP PPHI). Kemasan yang digunakan mengacu pada SKKNI berdasarkan Kepmenaker RI Nomor 21 Tahun 2022 Tentang Penetapan SKKNI Kategori Jasa Profesional, Ilmiah dan Teknis Golongan Pokok Jasa Profesional, Ilmiah dan Teknis lainnya YTDL bidang Penyelia Halal.","The Halal Supervisor certification scheme was developed by the Scheme Committee of LSP Penyelenggara Produk Halal Indonesia (LSP PPHI), referencing SKKNI Kepmenaker No. 21 of 2022 (Professional, Scientific and Technical Services Category – Halal Supervisor Field). It ensures professionals in halal-certified companies are competent to supervise and maintain halal compliance in production processes.","Verbatim (lsppphi.com)"
"Industri Halal","Skema Sertifikasi Okupasi Juru Sembelih Halal (Juleha)","Halal Slaughter Officer","Skema sertifikasi Juru Sembelih Halal (Juleha) mengacu pada SKKNI berdasarkan Kepmenaker No. 147 Tahun 2022 tentang Penetapan SKKNI Kategori Pertanian, Kehutanan dan Perikanan Golongan Pokok Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan yang Berhubungan dengan Itu Bidang Penyembelihan Hewan Halal, menggantikan Kepmenaker No. 196 Tahun 2014. Mencakup 10 unit kompetensi yang relevan dengan penyembelihan hewan secara halal sesuai syariat Islam, sebagaimana diwajibkan UU No. 33 Tahun 2014 dan PP No. 39 Tahun 2021.","The Halal Slaughter Officer (Juleha) scheme references SKKNI Kepmenaker No. 147 of 2022 (Halal Animal Slaughter Field), replacing Kepmenaker No. 196 of 2014. The scheme covers 10 competency units for halal animal slaughter in accordance with Islamic law, as mandated by UU No. 33 of 2014 and PP No. 39 of 2021 (mandatory halal certification for slaughter services from October 2024).","Verbatim-based (unair.ac.id / julehaindonesia.or.id)"
"Koperasi dan UMKM","Skema Okupasi Kasir Koperasi Jasa Keuangan","Cooperative Financial Services Cashier","Skema sertifikasi Kasir Koperasi Jasa Keuangan dikembangkan oleh LSP Koperasi Jasa Keuangan (LSP KJK) mengacu pada SKKNI berdasarkan Kepmenakertrans No. 133 Tahun 2007 tentang Penetapan SKKNI Sektor Keuangan Sub Sektor Perantara Keuangan Bidang Koperasi Jasa Keuangan. LSP KJK memiliki 27 skema sertifikasi berdasarkan SK Ketua BNSP No. Kep. 0825/BNSP/IV/2021 tanggal 26 April 2021.","The Cooperative Financial Services Cashier scheme was developed by LSP KJK, referencing SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). LSP KJK holds 27 certification schemes under SK BNSP Kep. 0825/BNSP/IV/2021 of 26 April 2021. The scheme covers cooperative cashier competencies including cash transaction handling and daily financial recording.","Verbatim-based (wartakoperasi.net / lsppi.or.id)"
"Koperasi dan UMKM","Skema Okupasi Juru Buku","Bookkeeper","Skema sertifikasi Juru Buku Koperasi mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pencatatan transaksi keuangan harian koperasi, pembuatan jurnal harian, pengelolaan buku besar, dan penyusunan laporan keuangan sederhana koperasi.","The Cooperative Bookkeeper scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers recording daily cooperative financial transactions, making daily journals, managing general ledgers, and preparing basic cooperative financial statements competencies.","Verbatim-based (indo-asia.com)"
"Koperasi dan UMKM","Skema Okupasi Juru Survey","Survey Officer","Skema sertifikasi Juru Survey Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pelaksanaan survei calon anggota peminjam koperasi, analisis kelayakan pinjaman dasar, dokumentasi hasil survei, dan pelaporan kepada analis pinjaman.","The Cooperative Survey Officer scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers conducting surveys of prospective borrower members, basic loan feasibility analysis, survey result documentation, and reporting to loan analysts competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Juru Tagih","Collection Officer","Skema sertifikasi Juru Tagih Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi penagihan angsuran pinjaman anggota koperasi, pencatatan setoran, penanganan tunggakan, dan pelaporan hasil penagihan.","The Cooperative Collection Officer scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers collecting member loan installments, recording deposits, handling arrears, and collection result reporting competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Customer Service Koperasi","Cooperative Customer Service","Skema sertifikasi Customer Service Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pelayanan anggota koperasi, pembukaan rekening simpanan, penanganan keluhan anggota, dan pemberian informasi produk simpan pinjam koperasi.","The Cooperative Customer Service scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers serving cooperative members, opening savings accounts, handling member complaints, and providing cooperative savings-loan product information competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Petugas Pengendalian Intern Koperasi","Cooperative Internal Control Officer","Skema sertifikasi Petugas Pengendalian Intern Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pemantauan kepatuhan operasional koperasi terhadap prosedur internal, identifikasi potensi risiko operasional, dan pelaporan temuan pengendalian intern.","The Cooperative Internal Control Officer scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers monitoring cooperative operational compliance with internal procedures, operational risk potential identification, and internal control findings reporting competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Analis Pinjaman","Loan Analyst","Skema sertifikasi Analis Pinjaman Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 dan Kepmenaker No. 189 Tahun 2019 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi analisis kelayakan pinjaman anggota (5C: Character, Capacity, Capital, Collateral, Condition), penyusunan memorandum analisis kredit, dan rekomendasi keputusan pinjaman.","The Cooperative Loan Analyst scheme references SKKNI Kepmenakertrans No. 133 of 2007 and Kepmenaker No. 189 of 2019 (Financial Cooperative Field). It covers member loan feasibility analysis (5C: Character, Capacity, Capital, Collateral, Condition), credit analysis memorandum preparation, and loan decision recommendation competencies.","Template-based / KJK SKKNI"
"Koperasi dan UMKM","Skema Okupasi Kepala Bagian Pendanaan","Head of Funding","Skema sertifikasi Kepala Bagian Pendanaan Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pengelolaan strategi penghimpunan dana koperasi (simpanan wajib, sukarela, deposito), pengembangan produk simpanan, dan manajemen likuiditas koperasi.","The Head of Funding (Cooperative) scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers managing cooperative fund mobilization strategies (compulsory, voluntary savings, deposits), savings product development, and cooperative liquidity management competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Kepala Bagian Akuntansi (Koperasi)","Head of Accounting (Cooperative)","Skema sertifikasi Kepala Bagian Akuntansi Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pengelolaan sistem akuntansi koperasi, pengawasan pembukuan, penyusunan laporan keuangan koperasi sesuai SAK EMKM/ETAP, dan koordinasi audit eksternal.","The Head of Accounting (Cooperative) scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers managing cooperative accounting systems, bookkeeping supervision, cooperative financial statement preparation per SAK EMKM/ETAP, and external audit coordination competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Kepala Bagian Pinjaman / Pembiayaan","Head of Lending / Financing","Skema sertifikasi Kepala Bagian Pinjaman/Pembiayaan Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi pengelolaan portofolio pinjaman/pembiayaan koperasi, pengendalian NPL (Non-Performing Loan), pengembangan produk pinjaman, dan pengawasan proses kredit.","The Head of Lending/Financing (Cooperative) scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field). It covers managing the cooperative loan/financing portfolio, NPL (Non-Performing Loan) control, loan product development, and credit process supervision competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Okupasi Manajer / Kepala Cabang Koperasi","Cooperative Manager / Branch Head","Skema sertifikasi Manajer/Kepala Cabang Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 dan Kepmenaker No. 189 Tahun 2019 Bidang Koperasi Jasa Keuangan. Mencakup kompetensi memimpin operasional koperasi/cabang, penyusunan rencana kerja dan anggaran, pengelolaan SDM, dan pelaporan kepada pengurus koperasi.","The Cooperative Manager/Branch Head scheme references SKKNI Kepmenakertrans No. 133 of 2007 and Kepmenaker No. 189 of 2019 (Financial Cooperative Field). It covers leading cooperative/branch operations, work plan and budget preparation, HR management, and reporting to the cooperative board competencies.","Template-based / KJK SKKNI"
"Koperasi dan UMKM","Skema Okupasi Manajer Ritel Koperasi","Cooperative Retail Manager","Skema sertifikasi Manajer Ritel Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan dan SKKNI Ritel. Mencakup kompetensi pengelolaan unit usaha ritel koperasi, manajemen merchandising, pengendalian stok barang, dan pengembangan penjualan unit ritel koperasi.","The Cooperative Retail Manager scheme references SKKNI Kepmenakertrans No. 133 of 2007 and Retail SKKNI. It covers managing cooperative retail business units, merchandising management, stock control, and cooperative retail unit sales development competencies.","Template-based / KJK SKKNI"
"Koperasi dan UMKM","Skema Okupasi Pengawas Koperasi","Cooperative Supervisor","Skema sertifikasi Pengawas Koperasi dikembangkan mengacu pada SKKNI Kepmenakertrans No. 133 Tahun 2007 Bidang Koperasi Jasa Keuangan dan UU No. 25 Tahun 1992 tentang Perkoperasian. Mencakup kompetensi pengawasan kebijakan dan operasional pengurus koperasi, audit internal koperasi, dan penyampaian laporan pengawasan kepada Rapat Anggota.","The Cooperative Supervisor scheme references SKKNI Kepmenakertrans No. 133 of 2007 (Financial Cooperative Field) and UU No. 25 of 1992 on Cooperatives. It covers supervising cooperative management policies and operations, cooperative internal auditing, and presenting supervisory reports to the General Members Meeting competencies.","Template-based / Kepmenakertrans 133/2007"
"Koperasi dan UMKM","Skema Sertifikasi Okupasi Manajer Koperasi Desa / Kelurahan Merah Putih","Manager of Red-and-White Village / Kelurahan Cooperative","Skema sertifikasi Manajer Koperasi Desa/Kelurahan Merah Putih (KDKMP) sedang dalam tahap penyusunan berdasarkan MoU antara Kementerian Koperasi dan BNSP yang ditandatangani pada 8 Mei 2026 oleh Menteri Koperasi Ferry Juliantono dan Ketua BNSP Syamsi Hari. Skema ini dirancang untuk mensertifikasi kompetensi manajerial, operasional usaha, pengelolaan keuangan, pemasaran, dan tata kelola koperasi desa merah putih. Menargetkan sekitar 30.000 manajer KDKMP dan 5.000 manajer Kampung Nelayan. Status: belum ada dokumen skema final atau nomor SKKNI per 8 Mei 2026.","The KDKMP Manager certification scheme is under development based on a MoU signed on 8 May 2026 between the Ministry of Cooperatives and BNSP. It targets approximately 30,000 KDKMP managers and 5,000 Kampung Nelayan managers, covering managerial, operational, financial management, marketing, and cooperative governance competencies. Status: no final scheme document or SKKNI number published as of 8 May 2026.","Verbatim-based (CNBC Indonesia / ANTARA / Kompas, 8 Mei 2026)"
"Koperasi dan UMKM","Skema Sertifikasi Okupasi Bendahara Koperasi Desa / Kelurahan Merah Putih","Treasurer of Red-and-White Village / Kelurahan Cooperative","Skema sertifikasi Bendahara Koperasi Desa/Kelurahan Merah Putih (KDKMP) sedang dalam tahap penyusunan berdasarkan MoU Kementerian Koperasi–BNSP 8 Mei 2026. Mencakup kompetensi pengelolaan keuangan koperasi desa, pembukuan sederhana, laporan keuangan bulanan, dan pengelolaan simpanan anggota KDKMP. Status: belum ada dokumen skema final per 8 Mei 2026.","The KDKMP Treasurer certification scheme is under development based on the Kemenkop-BNSP MoU of 8 May 2026. It covers cooperative financial management, simple bookkeeping, monthly financial reporting, and KDKMP member savings management competencies. Status: no final scheme document published as of 8 May 2026.","Verbatim-based (CNBC Indonesia / ANTARA, 8 Mei 2026)"
"Koperasi dan UMKM","Skema Okupasi Konsultan Pendamping UMKM Junior","Junior SME Mentoring Consultant","Skema Sertifikasi Konsultan Pendamping UMKM Junior adalah skema sertifikasi okupasi yang dikembangkan oleh Komite Skema LSP untuk memenuhi kebutuhan sertifikasi kompetensi kerja. Kemasan yang digunakan mengacu pada SKKNI berdasarkan Kepmenaker RI Nomor 181 Tahun 2017 tentang Penetapan SKKNI Kategori Aktivitas Profesional Ilmiah dan Teknis Golongan Pokok Aktivitas Kantor Pusat dan Konsultasi Manajemen Bidang Pendamping Usaha Mikro, Kecil dan Menengah, dan Permenkop UKM No. 04 Tahun 2018 tentang KKNI Bidang Pendamping UMKM.","The Junior SME Mentoring Consultant scheme was developed referencing SKKNI Kepmenaker No. 181 of 2017 (SME Mentoring Consultant Field) and Permenkop UKM No. 04 of 2018 (KKNI for SME Mentoring). It covers competencies in facilitating, guiding, and advising micro, small, and medium enterprises at the junior level.","Verbatim (lspkewirausahaankadiri.com)"
"Koperasi dan UMKM","Skema Okupasi Konsultan Pendamping UMKM Senior","Senior SME Mentoring Consultant","Skema sertifikasi Konsultan Pendamping UMKM Senior dikembangkan mengacu pada SKKNI berdasarkan Kepmenaker RI Nomor 181 Tahun 2017 Bidang Pendamping UMKM dan Permenkop UKM No. 04 Tahun 2018. Mencakup kompetensi konsultasi strategis bisnis UMKM, analisis kelayakan usaha, pengembangan akses pasar dan pembiayaan, serta mentoring pengembangan kapasitas usaha UMKM.","The Senior SME Mentoring Consultant scheme references SKKNI Kepmenaker No. 181 of 2017 (SME Mentoring Field) and Permenkop UKM No. 04 of 2018. It covers strategic SME business consultation, business feasibility analysis, market and financing access development, and SME business capacity development mentoring competencies.","Template-based / Kepmenaker 181/2017"
"Sektor Publik","Skema Okupasi Pengelola PBJ Pertama","Junior Procurement Manager (Functional Position)","Skema sertifikasi Pengelola Pengadaan Barang/Jasa (PBJ) Pertama mengacu pada Peraturan Kepala LKPP Nomor 7 Tahun 2016 tentang Pedoman Penyusunan dan Pengelolaan Rencana Aksi Jabatan Fungsional Pengelola PBJ, PerLKPP No. 7 Tahun 2021, dan Perpres No. 12 Tahun 2021 tentang Pengadaan Barang/Jasa Pemerintah. Jenjang Pertama mencakup 20 unit kompetensi dasar pengadaan termasuk perencanaan, pemilihan penyedia, pengelolaan kontrak, dan pengelolaan pengadaan secara swakelola.","The Junior Procurement Manager (Pertama) scheme references PerLKPP No. 7 of 2016, No. 7 of 2021, and Perpres No. 12 of 2021 on Government Procurement. The Pertama tier covers 20 basic procurement competency units including planning, provider selection, contract management, and self-managed procurement.","Verbatim-based (jdih.lkpp.go.id / icon-trainingcenter.com)"
"Sektor Publik","Skema Okupasi Pengelola PBJ Muda","Middle Procurement Manager (Functional Position)","Skema sertifikasi Pengelola PBJ Muda mengacu pada PerLKPP No. 7 Tahun 2016, PerLKPP No. 7 Tahun 2021, dan Perpres No. 12 Tahun 2021. Jenjang Muda mencakup kompetensi pengadaan tingkat menengah termasuk manajemen kontrak yang lebih kompleks, negosiasi, dan pengelolaan risiko pengadaan.","The Middle Procurement Manager (Muda) scheme references PerLKPP No. 7 of 2016, No. 7 of 2021, and Perpres No. 12 of 2021 on Government Procurement. The Muda tier covers intermediate procurement competencies including more complex contract management, negotiation, and procurement risk management.","Template-based / PerLKPP 7/2016"
"Sektor Publik","Skema Okupasi Pengelola PBJ Madya","Senior Procurement Manager (Functional Position)","Skema sertifikasi Pengelola PBJ Madya mengacu pada PerLKPP No. 7 Tahun 2016, PerLKPP No. 7 Tahun 2021, dan Perpres No. 12 Tahun 2021. Jenjang Madya (6 Unit Kompetensi) mencakup kompetensi pengadaan strategis, pembinaan SDM pengadaan, pengembangan kebijakan pengadaan, dan pengawasan sistem pengadaan.","The Senior Procurement Manager (Madya) scheme references PerLKPP No. 7 of 2016, No. 7 of 2021, and Perpres No. 12 of 2021 (6 Competency Units). The Madya tier covers strategic procurement, procurement HR development, procurement policy development, and procurement system oversight competencies.","Template-based / PerLKPP 7/2016"
